a,theta_rad,speed
5.0,1.3875367553354918,2.029751933157776
5.0,1.4006267247254494,2.023016778919093
5.0,1.413716694115407,2.0162879060155703
5.0,1.4268066635053642,2.009566615652723
5.0,1.4398966328953218,2.002854196346057
5.0,1.4529866022852793,1.9961519235841045
5.0,1.4660765716752366,1.989461059503487
5.0,1.4791665410651942,1.982782852575827
5.0,1.4922565104551517,1.9761185373069416
5.0,1.505346479845109,1.9694693339483713
5.0,1.5184364492350666,1.962836448221342
5.0,1.5315264186250241,1.9562210710534664
5.0,1.5446163880149815,1.9496243783281066
5.0,1.557706357404939,1.9430475306466555
5.0,1.5707963267948966,1.9364916731037063
5.0,1.5838862961848539,1.9299579350753113
5.0,1.5969762655748114,1.9234474300202358
5.0,1.610066234964769,1.9169612552943995
5.0,1.6231562043547263,1.9105004919784
5.0,1.6362461737446838,1.904066204718223
5.0,1.6493361431346414,1.8976594415790977
5.0,1.6624261125245987,1.8912812339124265
5.0,1.6755160819145563,1.8849325962358314
5.0,1.6886060513045138,1.8786145261262668
5.0,1.7016960206944711,1.8723280041260004
5.0,1.7147859900844287,1.8660739936615478
5.0,1.7278759594743862,1.859853440975332
5.0,1.7409659288643435,1.8536672750700767
5.0,1.754055898254301,1.8475164076656263
5.0,1.7671458676442586,1.8414017331682793
5.0,1.780235837034216,1.8353241286522852
5.0,1.7933258064241735,1.829284453853429
5.0,1.806415775814131,1.823283551174523
5.0,1.8195057452040884,1.8173222457025808
5.0,1.832595714594046,1.8114013452374955
5.0,1.8456856839840035,1.8055216403319996
5.0,1.8587756533739608,1.799683904342654
5.0,1.8718656227639183,1.7938888934916797
5.0,1.8849555921538759,1.7881410385965744
5.0,1.8980455615438332,1.7826116736123687
5.0,1.9111355309337907,1.77739068252804
5.0,1.9242255003237483,1.7724738784373564
5.0,1.9373154697137056,1.7678573333797836
5.0,1.9504054391036632,1.763537370916314
5.0,1.9634954084936207,1.759510559212277
5.0,1.976585377883578,1.755773704603687
5.0,1.9896753472735356,1.752323845625451
5.0,2.002765316663493,1.7491582474812368
5.0,2.0158552860534504,1.7462743969365597
5.0,2.028945255443408,1.7436699976178893
5.0,2.0420352248333655,1.74134296570195
5.0,2.055125194223323,1.739291425980813
5.0,2.06821516361328,1.7375137082893097
5.0,2.0813051330032377,1.7360083442825847
5.0,2.0943951023931953,1.7347740645525995
5.0,2.107485071783153,1.733809796073455
5.0,2.1205750411731104,1.7331146599661373
5.0,2.133665010563068,1.7326879695744886
5.0,2.146754979953025,1.7325292288446938
5.0,2.1598449493429825,1.732638131001682
5.0,2.17293491873294,1.7330145575163378
5.0,2.1860248881228976,1.7336585773582947
5.0,2.199114857512855,1.7345704465296201
5.0,2.2122048269028127,1.7357506078755272
